image_name,rotation_matrix,translation_vector,calibration_matrix,dataset,scene
00304.png,0.9278616365024184;0.2293023083845187;-0.29409732211733103;-0.2394284616845277;0.9709126592169436;0.0016186128826578688;0.2859139647558943;0.06891342062192475;0.9557741078391645,-0.3876125430506366;-0.9071725657070943;-0.6008934852072735,908.5755978712547;0.0;288.0;0.0;908.5755978712547;512.0;0.0;0.0;1.0,lizard,lizard
00303.png,0.9233079574062636;0.2518742799551224;-0.2899340664484978;-0.28670334356277466;0.9543330250427167;-0.08396231358617484;0.2555457074188469;0.16064813851989124;0.9533564742581313,-0.40797360134781496;-0.820404926551589;-0.6433494603942334,904.6890138234343;0.0;288.0;0.0;904.6890138234343;512.0;0.0;0.0;1.0,lizard,lizard
00302.png,0.9243127364025461;0.2669815988366969;-0.2727027524735283;-0.31587318338237635;0.9362087417570065;-0.15406921781344338;0.21417305466356193;0.2285476268534933;0.9496819914664674,-0.4277258603558575;-0.739827187736278;-0.6236127674669819,903.1579834977399;0.0;288.0;0.0;903.1579834977399;512.0;0.0;0.0;1.0,lizard,lizard
00301.png,0.932819152561418;0.2678613670808869;-0.24103675371228417;-0.3213273900375141;0.9210634946302679;-0.21997897006568073;0.16308628705773293;0.2826523074114852;0.9452568624922466,-0.44109553567501697;-0.6738276901851831;-0.572816212590089,898.9655843427668;0.0;288.0;0.0;898.9655843427668;512.0;0.0;0.0;1.0,lizard,lizard
00300.png,0.9451900663796089;0.25109799896219825;-0.20872358116535494;-0.29940147872585515;0.9215557944659196;-0.24717134183205602;0.13028619632977978;0.29611604583924134;0.9462244947381411,-0.433285832735965;-0.6391605102704698;-0.4894619474632095,896.3252390747751;0.0;288.0;0.0;896.3252390747751;512.0;0.0;0.0;1.0,lizard,lizard
00299.png,0.9519019458840653;0.23209854511500097;-0.2000323743238325;-0.2782585752901094;0.9281425961237078;-0.2472316455032857;0.12827646198601092;0.29100100792994454;0.948084153798653,-0.4202114818650432;-0.6029852792253941;-0.4046900000130903,896.0323622459458;0.0;288.0;0.0;896.0323622459458;512.0;0.0;0.0;1.0,lizard,lizard
00298.png,0.9563073405606329;0.2209491994377607;-0.1914620632335874;-0.2639539909604169;0.9340853296073354;-0.24044310692640758;0.12571619245712834;0.2804746838489498;0.9515930804045991,-0.40396853103136204;-0.5629600487345991;-0.33253007027964115,892.0595538844061;0.0;288.0;0.0;892.0595538844061;512.0;0.0;0.0;1.0,lizard,lizard
00297.png,0.9666916812574508;0.20682583954887268;-0.15076559780847604;-0.23902390411786179;0.9401533047428402;-0.2428566178661219;0.09151375114100825;0.27080405402434493;0.9582746984430306,-0.37367475591010835;-0.5649158514108035;-0.24293843749873306,885.5541852791812;0.0;288.0;0.0;885.5541852791812;512.0;0.0;0.0;1.0,lizard,lizard
00296.png,0.9795900387414156;0.18310510317907003;-0.08292090923508946;-0.1979775394888283;0.9502464109135866;-0.24049252047370734;0.03475988861520227;0.25200055503039914;0.9671026162759718,-0.39330307655749885;-0.5987446654115509;-0.10338935193650542,882.8497763466344;0.0;288.0;0.0;882.8497763466344;512.0;0.0;0.0;1.0,lizard,lizard
00295.png,0.9774493428486576;0.1665967261715962;-0.12976252538245983;-0.1904234361656002;0.960985263565179;-0.20061465093419564;0.09127813058785184;0.22080048469029626;0.9710383354105632,-0.530359995437787;-0.5583446651616822;0.07136946639895125,882.2762316603443;0.0;288.0;0.0;882.2762316603443;512.0;0.0;0.0;1.0,lizard,lizard
00294.png,0.9373124422944187;-0.11597181921083159;0.3286273309829878;0.2557897255911022;0.869395204140573;-0.42275713512535784;-0.2366791114612792;0.48031501763561546;0.8445593419242947,-0.43268557798889357;-0.7469755321387859;-0.3633392161435332,894.7868675704236;0.0;290.0;0.0;894.7868675704236;512.0;0.0;0.0;1.0,lizard,lizard
00293.png,0.5490677095751545;-0.0007518882795810589;0.8357775331784821;0.5592408916134096;0.7434789891382938;-0.3667268981917464;-0.6211072978554771;0.6687588708749335;0.4086407923552806,-0.9203039841558768;-0.7540310282750731;-0.40669779828742303,771.7212294354143;0.0;384.0;0.0;771.7212294354143;512.0;0.0;0.0;1.0,lizard,lizard
00292.png,0.8350874506444008;-0.22205024173417032;0.5033116727456576;0.4656941170797132;0.7723860726696793;-0.4319128894386637;-0.2928445647328661;0.5950743187969931;0.7484174076106946,-0.43322339453191067;-0.6780939665686487;-0.8920543029839431,792.5583816870655;0.0;384.0;0.0;792.5583816870655;512.0;0.0;0.0;1.0,lizard,lizard
00291.png,0.9819824411706141;-0.05405492096933412;0.18107609105456327;0.12633518277725891;0.9003912545970861;-0.4163352137853845;-0.14053436172423464;0.43171015063823126;0.8909974405185896,-0.4231005117860794;-0.72935906511037;-0.28095246417125513,889.2758710161481;0.0;290.0;0.0;889.2758710161481;512.0;0.0;0.0;1.0,lizard,lizard
00290.png,0.9994595683029235;0.0111046942691128;0.03093957163445102;0.0020789569618745443;0.9179748035426314;-0.3966332537733289;-0.032806238212944594;0.39648322262872204;0.9174556146802192,-0.41115572101258563;-0.7314293795105306;-0.18495712582624144,887.689993054075;0.0;290.0;0.0;887.689993054075;512.0;0.0;0.0;1.0,lizard,lizard
00289.png,0.9926720886897751;0.08142510618709096;-0.08928648508425105;-0.10841575078116046;0.9264488305581267;-0.3604699562238674;0.05336805522816557;0.36750852566967823;0.9284876597140443,-0.41523806631426136;-0.7620252073773441;-0.06614805751325326,881.2064047554753;0.0;290.0;0.0;881.2064047554753;512.0;0.0;0.0;1.0,lizard,lizard
00288.png,0.9836160957368879;0.1267394442208583;-0.1282048730973563;-0.16124916761385233;0.9365250655077206;-0.3113189805000642;0.08061068261192825;0.32689128919924976;0.941617758378893,-0.3921400165363198;-0.8316448873364731;0.054380777309666374,874.616118477108;0.0;290.0;0.0;874.616118477108;512.0;0.0;0.0;1.0,lizard,lizard
00287.png,0.9735031184851284;0.16680490098050688;-0.15642187605515198;-0.20223331355622615;0.9473037013182308;-0.2484298378956303;0.10673970764340304;0.2734809362234657;0.9559366152285085,-0.3443779917494178;-0.9237468187776925;0.2861919311403228,879.7345128444714;0.0;290.0;0.0;879.7345128444714;512.0;0.0;0.0;1.0,lizard,lizard
00286.png,0.9585229648457082;0.20314142493567527;-0.1999182016188037;-0.243980131978549;0.9474093647051258;-0.20709705663953745;0.1473343852029222;0.2472833539568189;0.9576761048458626,-0.3242174951816719;-0.9625120428069064;0.45964608551145714,879.7675052456111;0.0;290.0;0.0;879.7675052456111;512.0;0.0;0.0;1.0,lizard,lizard
00285.png,0.9322624674173353;0.24213248798224749;-0.2688095052420369;-0.29402621850710864;0.9400116451462037;-0.1729933230501618;0.21079676153905183;0.24031222451855094;0.9475308755241666,-0.3123870695576885;-1.0398026010587866;0.5726733435871877,876.9777399706924;0.0;290.0;0.0;876.9777399706924;512.0;0.0;0.0;1.0,lizard,lizard
00284.png,0.9063650634518969;0.2680205074087252;-0.32659972345702987;-0.3279986355482103;0.9336266949760337;-0.14407667926017875;0.2663067157101961;0.23771033220391907;0.9341169793613384,-0.25930102260962146;-1.1162350975531599;0.6925696714117126,876.8014055222318;0.0;290.0;0.0;876.8014055222318;512.0;0.0;0.0;1.0,lizard,lizard
00283.png,0.8802825106226444;0.28429768692359925;-0.3798388167391335;-0.3479314829015685;0.9311117845455293;-0.10942818597763218;0.3225622183359506;0.22848560105689555;0.9185575351668831,-0.20762039644368402;-1.1747731030886681;0.8602573805579243,876.3070542644228;0.0;290.0;0.0;876.3070542644228;512.0;0.0;0.0;1.0,lizard,lizard
00282.png,0.8590561315761249;0.2983527093562263;-0.4159425725040209;-0.35886153336501975;0.9304731667691841;-0.0737433779632643;0.36502186601951714;0.2126154903630617;0.9063959899433054,-0.16157228715929914;-1.2359229904053521;1.0253495885299406,878.4814153599527;0.0;290.0;0.0;878.4814153599527;512.0;0.0;0.0;1.0,lizard,lizard
00281.png,0.8254189833222176;0.328778007048001;-0.4588992526174577;-0.3883324719380006;0.9206997741138359;-0.038856366083996535;0.40973331962367754;0.21027826332808663;0.8876382476898375,-0.1590191544575159;-1.2365723540120377;1.2447345614420209,876.525086155317;0.0;290.0;0.0;876.525086155317;512.0;0.0;0.0;1.0,lizard,lizard
00280.png,0.795615683379489;0.36356336127425914;-0.4845795772621369;-0.4259339778787251;0.9045174373326479;-0.020699083303016563;0.4307852491079453;0.22286742224951145;0.8745022477105839,-0.18855224136857013;-1.3112787850765217;1.3517969751138934,878.7751146142451;0.0;290.0;0.0;878.7751146142451;512.0;0.0;0.0;1.0,lizard,lizard
00279.png,0.7840840493785364;0.40632338534732654;-0.46916256247706395;-0.4626760549478263;0.8865105371727646;-0.005471348971900811;0.4136944182462134;0.2213602809935521;0.8830948727687092,-0.11070897170996527;-1.3696022693845553;1.4970922921738852,875.3866465502381;0.0;290.0;0.0;875.3866465502381;512.0;0.0;0.0;1.0,lizard,lizard
00278.png,0.7673312495252143;0.4340369047830713;-0.4720325399677492;-0.4865359690096494;0.873573277364168;0.012348276603155225;0.41771462071839793;0.2201855907219128;0.8814946405262639,-0.08448650002283412;-1.403126829515049;1.6094765985380808,879.4630306926051;0.0;290.0;0.0;879.4630306926051;512.0;0.0;0.0;1.0,lizard,lizard
00277.png,0.7354466314330612;0.45773755889509576;-0.4995944149913225;-0.5098834405086977;0.8594536879946371;0.03685424381845977;0.4462478340662017;0.22763058970440664;0.8654751210878611,-0.11790233666061338;-1.450727112271335;1.7002628605226902,877.6183761948669;0.0;290.0;0.0;877.6183761948669;512.0;0.0;0.0;1.0,lizard,lizard
00276.png,0.7012482793275904;0.4784689538307051;-0.5285057340845456;-0.5290957348195376;0.8461448849754156;0.06400419537588264;0.4778164439780901;0.2347472978547172;0.8465135273662444,-0.16826427568154476;-1.4406136510935168;1.830384128656783,879.2878030663394;0.0;290.0;0.0;879.2878030663394;512.0;0.0;0.0;1.0,lizard,lizard
00275.png,0.6590416575597686;0.5052602353942396;-0.5571141607697925;-0.5497312748807887;0.8291333988302511;0.10165299976950341;0.5132831762475909;0.23926951639010235;0.8241908028530961,-0.2247041588014949;-1.4016950076311965;1.9480595223013453,878.4989695685906;0.0;290.0;0.0;878.4989695685906;512.0;0.0;0.0;1.0,lizard,lizard
00274.png,0.6187233242131308;0.5305378391803098;-0.579405772557144;-0.566856273101677;0.8121240081152652;0.13830604140121147;0.5439259266848107;0.24286662315082405;0.8032187682315358,-0.2780622787045773;-1.4129535150760204;2.0042262560525015,878.485403261685;0.0;290.0;0.0;878.485403261685;512.0;0.0;0.0;1.0,lizard,lizard
00273.png,0.5751514506428479;0.5589627926985214;-0.5972950738136867;-0.5827903575986555;0.7923621026756299;0.1803266406648939;0.5740698632688003;0.24438268069182845;0.7814863386294202,-0.2524770655405429;-1.3504390893454035;2.1404720412883402,877.624639010968;0.0;290.0;0.0;877.624639010968;512.0;0.0;0.0;1.0,lizard,lizard
00272.png,0.5425429011214038;0.5819440990436099;-0.605795564552178;-0.5940320505691351;0.7756907790341322;0.21314253028912286;0.5939470711598798;0.2442230147011997;0.7665389721017832,-0.23063381218022105;-1.3531182669672916;2.236301593233058,878.8322125919714;0.0;290.0;0.0;878.8322125919714;512.0;0.0;0.0;1.0,lizard,lizard
00271.png,0.5170330086008709;0.6027988752642199;-0.607709127788388;-0.6013921099724595;0.7610318689714981;0.2432242267386658;0.6091013036269132;0.2397165208948688;0.755997084339652,-0.17022459852337163;-1.374064655456462;2.3538390096382025,879.7794158723085;0.0;290.0;0.0;879.7794158723085;512.0;0.0;0.0;1.0,lizard,lizard
00270.png,0.5045414746847002;0.6186722167782143;-0.6022313413545649;-0.6030112271922435;0.751710435592092;0.26703722755835335;0.6179120974726847;0.2284209036158415;0.7523353843786891,-0.06989986870201874;-1.3412031354527136;2.4870072766128666,881.9217800584341;0.0;290.0;0.0;881.9217800584341;512.0;0.0;0.0;1.0,lizard,lizard
00269.png,0.49353223082303865;0.6368720689361077;-0.5923005191183585;-0.6003207003282437;0.7422223599805133;0.29786074783758326;0.629317879847889;0.20856638308701406;0.7486381435311448,0.027890906471785767;-1.3553469593502385;2.5696667329228147,879.7636928389746;0.0;290.0;0.0;879.7636928389746;512.0;0.0;0.0;1.0,lizard,lizard
00268.png,0.49123834728378;0.6511627372684754;-0.5785084059466439;-0.5917362817577829;0.7368607960346004;0.3269317055880766;0.639165908829135;0.18172302237273488;0.7472908965927154,0.20214500431971982;-1.2884125806078977;2.6831151388814836,882.6594021089046;0.0;290.0;0.0;882.6594021089046;512.0;0.0;0.0;1.0,lizard,lizard
00267.png,0.49878179310922166;0.6581904392210713;-0.5639167213168297;-0.5807662361039037;0.7367645559992761;0.3462492859557901;0.6433718224047853;0.15480095200341248;0.7497395303666352,0.40237379228566056;-1.24370673988539;2.7585500269777876,877.8467772363347;0.0;290.0;0.0;877.8467772363347;512.0;0.0;0.0;1.0,lizard,lizard
00127.png,0.17574284781184124;0.41051100951311503;-0.8947598351018601;-0.7268829346726013;0.6670692752508651;0.1632782327747104;0.6638943068928452;0.6216906731525003;0.415626101430673,-1.1323779404580019;0.6654459245860519;-1.1431711230797348,705.8383612625533;0.0;384.0;0.0;705.8383612625533;512.0;0.0;0.0;1.0,lizard,lizard
00126.png,-0.058394362162545344;0.43718737630108084;-0.8974727274244086;-0.9309039984909245;0.3008587477984793;0.2071273991212655;0.36056600513808645;0.8475560228540109;0.3894110220097181,-0.688322597554256;1.0107576056385488;-0.7976524149399782,706.4458821742628;0.0;384.0;0.0;706.4458821742628;512.0;0.0;0.0;1.0,lizard,lizard
00125.png,-0.03670698550843898;0.44232319609328224;-0.896104227985064;-0.9120757158029502;0.3516119241675102;0.21091928177802327;0.40837542269022453;0.8250571161932034;0.3905256318880178,-0.6820824769028817;0.9295327681667532;-0.7985018741200433,715.2241123341698;0.0;384.0;0.0;715.2241123341698;512.0;0.0;0.0;1.0,lizard,lizard
00124.png,0.06400562233634577;0.45821390694264164;-0.8865344301231045;-0.6878003258178129;0.6639206477106551;0.2934963123250015;0.7230726050088249;0.5909732557635959;0.357654328728072,-0.7026923231933556;0.4682523587907818;-0.9194571592197958,725.7054412280258;0.0;384.0;0.0;725.7054412280258;512.0;0.0;0.0;1.0,lizard,lizard
00123.png,0.19447536390151976;0.48138390752542926;-0.8546630133631152;-0.6174233221176156;0.7371144348421304;0.274683001389991;0.7622124206155516;0.4742698003488265;0.4405682493512959,-0.7960708880441673;0.27265664049393973;-0.8110387957335776,724.871473978097;0.0;384.0;0.0;724.871473978097;512.0;0.0;0.0;1.0,lizard,lizard
00122.png,0.32346069258641963;0.4451485260062823;-0.8349945928842583;-0.45867882789401393;0.8455900610135787;0.2731138618906514;0.827639361795515;0.29465274223988897;0.4776953509269546,-0.6940925113411983;-0.00950724100848229;-0.48934439805076035,726.957461558951;0.0;384.0;0.0;726.957461558951;512.0;0.0;0.0;1.0,lizard,lizard
00121.png,0.3595727382518449;0.446693265115267;-0.8192512269180513;-0.4872128088673426;0.8386661482277227;0.243439460015154;0.7958210381622647;0.3116154981985608;0.5191961637963036,-0.5545896058206748;-0.07558717198563675;-0.32704913470879465,729.0631372914809;0.0;384.0;0.0;729.0631372914809;512.0;0.0;0.0;1.0,lizard,lizard
00120.png,0.5504965303087251;0.38163910225262354;-0.742499269864871;-0.3992642413966815;0.9014398604650036;0.1673148036091468;0.7331723096653252;0.2043471888640665;0.6486143621161701,-0.43494328987852565;-0.13965773598371758;-0.2595812253391478,726.5516111938142;0.0;384.0;0.0;726.5516111938142;512.0;0.0;0.0;1.0,lizard,lizard
00119.png,0.8074900060071826;0.2324564249361065;-0.5421474898073813;-0.2719472035325765;0.962282542190898;0.007551654483214709;0.5234544953377815;0.14133760823130814;0.8402494104788897,-0.35837548156927646;-0.20421549577637857;-0.19098798186037624,730.8611187077206;0.0;384.0;0.0;730.8611187077206;512.0;0.0;0.0;1.0,lizard,lizard
00118.png,0.9351702882380233;0.08950109043876468;-0.3427040805229557;-0.10570627885836568;0.9939784465442951;-0.02886226628848197;0.3380572652772454;0.06321710698586162;0.938999937581259,-0.28692062097729715;-0.24098092968354543;-0.14966712805394447,724.8153912003921;0.0;384.0;0.0;724.8153912003921;512.0;0.0;0.0;1.0,lizard,lizard
00117.png,0.9845399784945315;0.022131047791835348;-0.17375628756860312;-0.029219347966336323;0.9988373546176552;-0.03834277930493215;0.17270570474193886;0.04282704454010427;0.9840419624210901,-0.22933990325660722;-0.23815065348375525;-0.17331761321713066,720.0790122238643;0.0;384.0;0.0;720.0790122238643;512.0;0.0;0.0;1.0,lizard,lizard
00116.png,0.9705706639812627;-0.09988207337234935;0.2191258944940365;0.12423438159051355;0.9871709190362363;-0.10029653553326406;-0.20629688473118943;0.12456784508047514;0.9705279219693852,-0.07467977163128912;-0.17946085124561495;-0.392233092960265,714.453580927038;0.0;384.0;0.0;714.453580927038;512.0;0.0;0.0;1.0,lizard,lizard
00115.png,0.9930094235920451;-0.07817253052392001;0.08843834083066555;0.08247989695206098;0.9955239930603196;-0.046141584715029396;-0.084435485763816;0.05311341367981941;0.9950123687829738,-0.06447228965758547;-0.15091367177593437;-0.5226255987160942,712.7890104945695;0.0;384.0;0.0;712.7890104945695;512.0;0.0;0.0;1.0,lizard,lizard
00114.png,0.9952833476217708;-0.04927657376126214;0.083563611848412;0.03177523832876404;0.9794601073462356;0.19911863887253503;-0.09165910852692936;-0.19552421178885152;0.9764061093768294,-0.11182732956994629;-0.23277807180100377;-0.7326246595396154,726.8276116780224;0.0;384.0;0.0;726.8276116780224;512.0;0.0;0.0;1.0,lizard,lizard
00113.png,0.9942422337688578;-0.07100734551810303;0.08025171320778604;0.040770301266254534;0.9432717332591282;0.3295090587054915;-0.09909673619736853;-0.32433993604980704;0.9407355859954678,-0.10174880179294983;-0.43864090368310676;-0.7909790827532442,725.9430445931974;0.0;384.0;0.0;725.9430445931974;512.0;0.0;0.0;1.0,lizard,lizard
00112.png,0.9998520811314036;0.0034303471119727443;-0.016853740709187954;-0.0003843865123362663;0.9841206525834805;0.1775004039591846;0.017195002303294207;-0.17746766994964452;0.9839764011491504,-0.2018238246132192;-0.17585520901319557;-0.06409361727808655,719.9777849554893;0.0;384.0;0.0;719.9777849554893;512.0;0.0;0.0;1.0,lizard,lizard
00111.png,0.9923426878641585;0.02617781728770891;-0.1207092031478492;-0.001403194787891979;0.9796088917517651;0.20090905963959335;0.12350716937459393;-0.19920125773430694;0.9721444532733525,-0.23575139593806496;-0.15709291589547747;0.011283321234857572,718.8825534319283;0.0;384.0;0.0;718.8825534319283;512.0;0.0;0.0;1.0,lizard,lizard
00110.png,0.9525805850950249;0.10591762688234428;-0.28525722640387663;-0.0003945726623524326;0.9378920469053427;0.34692701345401267;0.3042861699329008;-0.33036338275801547;0.8934595469970908,-0.2921658242645327;-0.08571368969932464;0.03916642910842034,718.916664370209;0.0;384.0;0.0;718.916664370209;512.0;0.0;0.0;1.0,lizard,lizard
00109.png,0.9169843187318631;0.1580874943171368;-0.3662623422362585;0.0042104857694005154;0.9142407789631252;0.40514944142931236;0.39890102909048325;-0.3730578269135059;0.8376788327092467,-0.32348646437242506;-0.05916411866958761;0.03106716185961205,718.8790081390548;0.0;384.0;0.0;718.8790081390548;512.0;0.0;0.0;1.0,lizard,lizard
00108.png,0.81452583451442;0.2580476319784183;-0.5195758698582129;-0.04054698303134435;0.9187567378188278;0.39273655149420666;0.5787085683447617;-0.29882683337149724;0.7588141515427343,-0.37319249106669833;-0.05964802068222964;-0.03590775868720735,719.7937193649522;0.0;384.0;0.0;719.7937193649522;512.0;0.0;0.0;1.0,lizard,lizard
00107.png,0.7253125094139169;0.29993256618838615;-0.6196468505748547;-0.10744887222283006;0.9383913860235197;0.32844534780523177;0.6799827229759068;-0.1716451641512428;0.7128544269889641,-0.3713118231423078;-0.07637793638660162;-0.10342597515585177,721.361854445206;0.0;384.0;0.0;721.361854445206;512.0;0.0;0.0;1.0,lizard,lizard
00106.png,0.7844316417195263;0.27065096328022825;-0.5580457468207183;-0.23602661530636598;0.9623303175272957;0.13495109052851356;0.573548983379998;0.025853743313085036;0.8187631816468495,-0.20313236491419415;-0.1152865467399382;-0.14434600189557367,727.0286598183026;0.0;384.0;0.0;727.0286598183026;512.0;0.0;0.0;1.0,lizard,lizard
00105.png,0.9421837159707936;0.20803898848878555;-0.26269683025881724;-0.2490209494734874;0.9592580993053421;-0.13346334942756874;0.22422848187237437;0.1911640086043014;0.955603427019569,-0.27137280304232086;-0.2085428680646597;-0.07899052175429093,715.8603468378727;0.0;384.0;0.0;715.8603468378727;512.0;0.0;0.0;1.0,lizard,lizard
00104.png,0.9997368745147518;-0.014909233052829676;0.017432627606067605;0.015389892332864849;0.9994958260828752;-0.02777129555662839;-0.017009789812288893;0.028032274482945388;0.9994622847500823,-0.03486316110883278;-0.2854733278245997;0.13465165099623244,718.136694515193;0.0;384.0;0.0;718.136694515193;512.0;0.0;0.0;1.0,lizard,lizard
00103.png,0.9769296182432994;-0.07975120379271151;0.19811175253531693;0.0797864967337598;0.996781321664368;0.007817398543607445;-0.1980975414737775;0.008169594521716348;0.980148265206543,0.09807489334750337;-0.2743334743440991;0.16132350446523067,722.6184098482572;0.0;384.0;0.0;722.6184098482572;512.0;0.0;0.0;1.0,lizard,lizard
00102.png,0.9470363650683924;-0.10817155535128067;0.3023591206676781;0.10265082654536786;0.9941313987786804;0.03414044188198481;-0.30427772026160493;-0.001294826331675828;0.9525824858652249,0.18128301312192183;-0.2607936495896582;0.1642785628454737,721.8115483541146;0.0;384.0;0.0;721.8115483541146;512.0;0.0;0.0;1.0,lizard,lizard
00101.png,0.8625159206007814;-0.18346221296058518;0.47160142400738286;-0.004814530477219733;0.9289461281336004;0.3701836183867085;-0.506007022684933;-0.32155980383312405;0.8003475404799669,0.2831473752001537;-0.04690578242464714;0.2287539231868648,713.3051498253557;0.0;384.0;0.0;713.3051498253557;512.0;0.0;0.0;1.0,lizard,lizard
00100.png,0.989082977221828;-0.04613874803141159;0.13995027724195033;-0.019997046857909474;0.8989089827503636;0.4376788307054262;-0.14599651463979343;-0.4356992731928761;0.888172934203825,0.07658826655564166;-0.00047683686762262155;0.3273107800893278,716.0494904440171;0.0;384.0;0.0;716.0494904440171;512.0;0.0;0.0;1.0,lizard,lizard
00099.png,0.9965686194520506;-0.004500828302345314;-0.08264822604283119;0.04132552521990926;0.8922164110090309;0.44971332745590575;0.07171602114404253;-0.45158567124163373;0.8893408760652523,0.023917903181838982;-0.008938267484490642;0.3503177472178972,719.3813397080363;0.0;384.0;0.0;719.3813397080363;512.0;0.0;0.0;1.0,lizard,lizard
00098.png,0.9999092950261881;0.012918120477949028;0.003811021326212081;-0.013462458674889136;0.9671181137139644;0.2539710934983947;-0.0004048785726011993;-0.2539993627741232;0.9672043009538785,0.11979663690909748;-0.143209986419088;0.3051571793700438,716.191969849464;0.0;384.0;0.0;716.191969849464;512.0;0.0;0.0;1.0,lizard,lizard
00097.png,0.9997105712492297;-0.007036334292122347;0.023005732595776967;0.0022501295601413777;0.9794282039340337;0.20178040106887332;-0.023952257711987602;-0.20167023414049554;0.9791605619162856,0.09280554625669402;-0.23407731097325934;0.41389785518343775,713.9692553230614;0.0;384.0;0.0;713.9692553230614;512.0;0.0;0.0;1.0,lizard,lizard
00096.png,0.9983504563325786;0.007834003144038735;-0.05687701412056783;-0.007301023495745135;0.9999275285160553;0.009572500806380028;0.05694788316036566;-0.009141450131831383;0.9983353006345316,-0.005359715751143779;-0.44252710276700563;0.4358265387491776,715.164072005288;0.0;384.0;0.0;715.164072005288;512.0;0.0;0.0;1.0,lizard,lizard
00095.png,0.8139075330479588;-0.3467639207493828;0.46616446766597464;0.3277578380143278;0.9365355043851594;0.12440276783982238;-0.4797179663802049;0.051536708204452046;0.8759078949521404,-1.3260869077283868;-1.1235312982933787;1.3913037677288687,866.2921293639911;0.0;288.0;0.0;866.2921293639911;512.0;0.0;0.0;1.0,lizard,lizard
00094.png,0.9131852560697137;-0.2741717513939024;0.3015336446144804;0.2720387321058646;0.960990239434941;0.04992682590560296;-0.3034594146358376;0.036436389068827554;0.9521474535073335,-1.5706347924828263;-1.1710159282749126;1.0919360918511758,877.67301283238;0.0;288.0;0.0;877.67301283238;512.0;0.0;0.0;1.0,lizard,lizard
00093.png,0.9144746511992803;-0.3120999132002414;0.25754563963374816;0.28333991679633147;0.9482845457987387;0.14309057183870588;-0.2888851049531675;-0.057879740667021964;0.9556125426952682,-1.3353714225134978;-1.126122935087842;1.200718921475219,869.649830535269;0.0;288.0;0.0;869.649830535269;512.0;0.0;0.0;1.0,lizard,lizard
00092.png,0.8975894101319684;-0.36530066296869423;0.24675630985564984;0.3286570329328181;0.927582353145167;0.1776950557485245;-0.29379892022051673;-0.07839900361807639;0.952646729228076,-1.0498034749915024;-1.147822341964228;1.2708945484277845,875.0992863093838;0.0;288.0;0.0;875.0992863093838;512.0;0.0;0.0;1.0,lizard,lizard
00091.png,0.946036977165071;-0.29394490182907645;0.13642005910081423;0.2751155579893763;0.9509813259380386;0.1412301223865644;-0.17124680314846502;-0.0960776373867742;0.980532314615692,-0.9518755509699347;-1.0719545258383347;1.1949090552908381,870.7905153837787;0.0;288.0;0.0;870.7905153837787;512.0;0.0;0.0;1.0,lizard,lizard
00090.png,0.976482475885186;-0.2134543102377422;0.03031883457633054;0.20915489896042155;0.972011509827195;0.10699464007282217;-0.05230872326861975;-0.09813705826234356;0.9937972203953985,-0.8724014921389448;-1.0046895102294247;1.0700562810009633,874.946635469003;0.0;288.0;0.0;874.946635469003;512.0;0.0;0.0;1.0,lizard,lizard
00089.png,0.990063942427813;-0.13663391292671723;0.033234977698660795;0.13488537206001733;0.9895914727020393;0.05014632149659366;-0.039740738650997906;-0.045165152426879865;0.9981887510374627,-0.23093272359933165;-0.8633454095104428;0.9200098368802465,880.7007184432206;0.0;288.0;0.0;880.7007184432206;512.0;0.0;0.0;1.0,lizard,lizard
00088.png,0.9789726542218757;-0.04830618837729621;-0.1981894408141688;0.04618334140524598;0.9988154598297144;-0.015322407833062055;0.19869484457937567;0.00584716765736727;0.9800439629771536,0.17947026874280428;-0.7589658168065495;0.8932194404625418,880.1549286121685;0.0;288.0;0.0;880.1549286121685;512.0;0.0;0.0;1.0,lizard,lizard
00087.png,0.9630377234476194;0.0720302364020373;-0.25955729282894996;-0.08793249992511627;0.9948621926127843;-0.050170640484278786;0.2546099343579234;0.07113974102813382;0.964423619874951,0.2905950175524585;-0.7569482946694195;0.9167533125988996,882.731799987031;0.0;288.0;0.0;882.731799987031;512.0;0.0;0.0;1.0,lizard,lizard
00086.png,0.8887876807097326;0.20137818615667036;-0.4117077662115009;-0.19010358549704293;0.9793614986382909;0.06864169116600652;0.41703367417965537;0.017259233042355944;0.9087271501804085,0.6287232731364424;-0.4428298595208944;1.2768296945223427,871.0846075012098;0.0;288.0;0.0;871.0846075012098;512.0;0.0;0.0;1.0,lizard,lizard
00085.png,0.8562433935714164;0.23704367772439294;-0.4589744500690627;-0.27096742795555806;0.9625520205756225;-0.00838216397691706;0.4397998453301841;0.13154429876159818;0.8884099242527999,0.8672566058309394;-0.5256784488693542;1.4137974567574814,877.2875609642202;0.0;288.0;0.0;877.2875609642202;512.0;0.0;0.0;1.0,lizard,lizard
00084.png,0.8146594675044029;0.279140351456858;-0.5083410431924463;-0.3077698746090779;0.9510188790486627;0.028996482133830638;0.49153601728515817;0.13282980042733966;0.8606675245586288,0.9265349734628326;-0.48006530180257756;1.5147859511137274,871.7212610570086;0.0;288.0;0.0;871.7212610570086;512.0;0.0;0.0;1.0,lizard,lizard
